Good,Bad
-114.8125,-57.6875
-114.875,-53.75
-115,-50.0625
-115,-47.5625
-115,-46
-115,-45.75
-115,-47.25
-115.0625,-51.0625
-115,-58.0625
-115,-70.125
-115.0625,-85.0625
-115.0625,-100.25
-115,-113.3125
-115,-121.3125
-115.0625,-124.125
-115.0625,-124.125
-115.0625,-123.75
-115,-123.125
-115,-122.75
-115.0625,-122.375
-114.75,-122.0625
-113.25,-121.6875
-108.875,-121.375
-100.25,-121
-88.3125,-120.75
-72.9375,-120.5625
-57.375,-121
-45.6875,-124.3125
-35.9375,-129.5
-27.25,-129.9375
-20.3125,-121.9375
-14.875,-105.4375
-11.5,-83.4375
-9.375,-63.1875
-9.1875,-49.0625
-10.9375,-39.9375
-13.6875,-34.5
-17.5625,-33.75
-23.6875,-37.25
-31.8125,-42.3125
-40.5,-49.3125
-52.0625,-60.625
-64,-75.25
-75.625,-90.25
-87.625,-104
-99.5,-116.1875
-110.875,-125.875
-115.9375,-132.9375
-116.125,-139.125
-116.75,-146.6875
-116.75,-153.375
-116.8125,-153.625
-116.9375,-146.0625
-117,-136.3125
-116.9375,-119.25
-116.9375,-96.125
-116.875,-69.875
-116.75,-47.8125
-116.5625,-34.125
-116.5,-27.4375
-116.5625,-25.75
-116.625,-28.1875
-116.625,-33.125
-116.625,-40
-116.5625,-49.1875
-116.5625,-61.0625
-116.5625,-75.125
-116.5625,-88.875
-116.5625,-100.6875
-116.5625,-110.625
-116.5625,-118.3125
-116.5625,-124.5
-116.5625,-130.4375
-116.5625,-136
-116.5625,-140.875
-116.5625,-144.375
-116.5625,-145.75
-116.5625,-142.3125
-116.5625,-131.9375
-116.5625,-116.4375
-116.5625,-91.375
-116.5625,-62.8125
-116.5625,-43.8125
-116.5625,-33
-116.5625,-27.8125
-116.5625,-28.5625
-116.5625,-33
-116.5625,-39.5625
-116.5625,-49.8125
-116.5625,-65
-116.5625,-83.5
-116.5625,-104
-116.5625,-123.875
-116.5625,-141.1875
-116.5625,-153.625
-116.5,-154
-116.5,-143.4375
-116.5625,-132.1875
-116.5625,-123.75
-116.5625,-114.4375
-116.5625,-108.125
-116.5625,-103.4375
-116.5625,-100.9375
-116.5625,-100.125
-116.5625,-98.625
-116.5625,-97.75
-116.5625,-97.6875
-116.5625,-97.3125
-116.5625,-96.75
-116.5625,-96.1875
-116.5625,-94.9375
-116.5625,-93.375
-116.5625,-93
-116.5625,-94.4375
-116.5,-98.875
-116.375,-104.6875
-116.4375,-117.5625
-116.625,-137
-116.8125,-157.1875
-116.75,-163.75
-116.75,-153.625
-116.75,-133.3125
-116.75,-107.9375
-116.6875,-88
-116.6875,-80.6875
-116.6875,-78.6875
-116.6875,-77
-116.6875,-77.875
-116.6875,-78.5
-116.6875,-79.125
-116.6875,-79.8125
-116.75,-80.3125
-116.8125,-80.5625
-116.8125,-80.4375
-116.8125,-80.8125
-116.8125,-82.3125
-116.8125,-86.1875
-116.8125,-98.375
-116.6875,-113.5
-116.625,-127.5
-116.625,-140
-116.625,-147.1875
-116.625,-142.9375
-116.625,-127.5625
-116.6875,-105
-116.6875,-79.1875
-116.75,-58.5
-116.75,-50.1875
-116.8125,-54.3125
-116.8125,-67.375
-116.75,-84.0625
-116.6875,-97.5
-116.6875,-104.0625
-116.625,-101.5
-116.5625,-100.3125
-116.3125,-99.625
-114.8125,-99.625
-108.3125,-100.125
-96,-100.4375
-79.9375,-100.625
-61.75,-100.625
-46.375,-100.5
-34.4375,-100.375
-23.5,-100.4375
-16.5625,-100.5
-13.125,-100.5
-12.5,-100.5625
-13.8125,-100.5625
-15.375,-100.4375
-16.375,-100
-16.875,-99.5
-17.75,-99.0625
-19.625,-98.9375
-22.6875,-100.0625
-28,-102.5
-35.1875,-106.25
-45.3125,-116.375
-57.5,-128.0625
-69.6875,-133.1875
-78.375,-128.4375
-85.4375,-113.25
-94.1875,-91.5
-104.3125,-69.5
-110.375,-62.375
-109.9375,-72.125
-110.4375,-85.375
-110.6875,-94.875
-110.625,-94.5
-110.6875,-94.75
-110.8125,-94.875
-111,-94.875
-110.9375,-95.5
-110.6875,-96.0625
-109.375,-96.0625
-104.0625,-96
-94.9375,-95.8125
-81.5,-96.375
-64.875,-100.8125
-51.25,-113.1875
-40.1875,-129.9375
-30.4375,-148.625
-22.75,-161.6875
-16.3125,-162.5
-11.6875,-151.875
-9.0625,-134.9375
-8.9375,-116.8125
-10.375,-100.4375
-12.4375,-96.5
-14.375,-96.75
-17.1875,-97.625
-21.5625,-98.3125
-27.4375,-98.1875
-33.75,-97.9375
-40.6875,-97.8125
-48.1875,-97.4375
-53.625,-96.375
-58.25,-95.125
-62.9375,-94.125
-67.1875,-94.125
-70.125,-95
-70.875,-98.0625
-70.5625,-102.6875
-70.9375,-117.75
-71,-140.375
-71.0625,-158.25
-71.125,-161.625
-71.1875,-146.9375
-71.3125,-119.375
-71.375,-88.6875
-71.5625,-64.875
-72,-57.3125
-73.1875,-57.75
-75,-60.4375
-76.8125,-67.4375
-77.8125,-77.4375
-79.0625,-85
-80.125,-86.4375
-80.8125,-80.5625
-81.125,-71.75
-81.4375,-64.9375
-81.625,-63.25
-82.0625,-62.875
-82.875,-63.6875
-83.625,-65.1875
-84.125,-66.6875
-84.9375,-68.8125
-85.9375,-71.1875
-87.375,-73.875
-90.125,-76.875
-95.3125,-82.125
-102.1875,-88.1875
-109.6875,-94.5
-111.8125,-99.8125
-104.6875,-102.4375
-91.5625,-101
-75.5,-100.3125
-58.3125,-100
-43.3125,-99.9375
-29.8125,-100.25
-18.875,-100.375
-12.5,-100.375
-10.0625,-100.3125
-11.4375,-100.375
-14.6875,-100.6875
-19.0625,-100.8125
-24.5625,-104.875
-31.75,-111
-40.5625,-112.9375
-50.9375,-107.4375
-60.75,-94.0625
-69.125,-75.9375
-73.8125,-60.25
-73.9375,-48.5625
-73.75,-41
-73.625,-37.375
-73.375,-36.5625
-73,-39.6875
-72.8125,-43.625
-72.5625,-49.8125
-72.5625,-61.6875
-72.8125,-77.125
-73.125,-94.25
-73.25,-111.6875
-73.375,-124.625
-73.4375,-128.8125
-73.4375,-124.875
-73.4375,-117.625
-73.4375,-113.0625
-73.375,-110.375
-73.4375,-110.125
-73.5625,-109.625
-73.6875,-109.5
-74,-109.3125
-75.3125,-108.8125
-77.625,-109.1875
-80.1875,-110.25
-82,-111.75
-83.75,-119.5
-85.25,-132.3125
-86.5,-142.1875
-87.5,-142.75
-88.1875,-131.625
-89.1875,-109.4375
-91.5625,-80.6875
-95.6875,-57.4375
-102.9375,-42.1875
-111.5,-32.0625
-115.125,-26.375
-115.5625,-26.5625
-116.375,-29.4375
-116.5,-34
-116.375,-40.5
-116.375,-50.0625
-116.4375,-64.4375
-116.5,-79
-116.5,-95.125
-116.4375,-108.125
-116.375,-115.1875
-116.4375,-115.6875
-116.625,-111.5
,-107.8125
,-106.1875
,-104.75
,-103.125
,-101.875
,-101.0625
,-101.8125
,-104.625
,-109.0625
,-117
,-123.6875
,-121.875
,-109
,-85.5625
,-60.6875
,-42.5625
,-32.25
,-27.3125
,-26.6875
,-29.1875
,-33.75
,-41.0625
,-52.9375
,-69.0625
,-87.75
,-103.1875
,-107.3125
,-101.125
,-98.8125
,-96.875
,-95.1875
,-94.4375
,-95.25
,-96.125
,-96
,-95.75
